"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","39","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","314705","4,378,957","5303",".","0.103","5303","32449","10.3","251104","378306","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","143019","2,502,201","1853",".","0.128","1853","18297","12.8","107158","178880","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","64857","639,137","1283",".","0.287","1283","18599","28.7","28402","101312","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","28397","864,069","525",".","0.284","525","8055","28.4","12610","44183","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".","373,550",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","191619","2,192,444","3304",".","0.113","3304","21743","11.3","149003","234236","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","81729","1,260,058","1089",".","0.137","1089","11178","13.7","59820","103639","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".","305,005",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","19922","451,038","373",".","0.281","373","5589","28.1","8969","30875","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".","176,343",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","123086","2,186,513","1999",".","0.095","1999","11640","9.5","100271","145900","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","61290","1,242,143","764",".","0.126","764","7698","12.6","46203","76377","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020","22472","334,132","466",".","0.264","466","5925","26.4","10859","34085","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".","413,031",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".","197,207",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","40","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","301514","4,100,150","5039",".","0.098","5039","29631","9.8","243436","359591","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","137488","2,358,581","1715",".","0.12","1715","16450","12","105246","169729","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","60033","593,869","1221",".","0.257","1221","15433","25.7","29784","90283","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","26267","795,509","522",".","0.257","522","6749","25.7","13039","39495","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".","352,191",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","178085","2,042,821","3077",".","0.101","3077","17902","10.1","142998","213172","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","77681","1,185,708","1008",".","0.125","1008","9741","12.5","58589","96773","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","36963","280,876","755",".","0.263","755","9713","26.3","17925","56001","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","17771","410,421","353",".","0.274","353","4868","27.4","8230","27311","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".","165,816",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","123314","2,057,329","1961",".","0.103","1961","12665","10.3","98489","148138","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","59806","1,172,873","707",".","0.122","707","7289","12.2","45521","74092","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","23070","312,993","466",".","0.257","466","5929","25.7","11449","34691","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020","8496","385,088","169",".","0.246","169","2088","24.6","4404","12588","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".","186,375",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","41","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","281601","4,014,287","4708",".","0.101","4708","28539","10.1","225664","337538","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","132643","2,310,421","1689",".","0.134","1689","17738","13.4","97878","167409","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","571,498",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","23656","791,458","468",".","0.289","468","6841","28.9","10247","37064","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","340,910",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","170477","1,997,308","2943",".","0.11","2943","18780","11","133668","207285","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","74870","1,160,322","983",".","0.122","983","9107","12.2","57020","92720","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","269,869",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","407,380",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","159,737",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","111125","2,016,979","1765",".","0.098","1765","10858","9.8","89843","132406","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","57773","1,150,099","706",".","0.157","706","9092","15.7","39952","75594","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","20911","301,629","426",".","0.282","426","5894","28.2","9359","32463","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020","7619","384,078","152",".","0.272","152","2074","27.2","3554","11684","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".","181,173",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","42","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","267798","3,967,810","4410",".","0.096","4410","25646","9.6","217532","318064","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","126705","2,282,634","1588",".","0.129","1588","16331","12.9","94696","158715","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","51871","562,430","1001",".","0.294","1001","15261","29.4","21960","81781","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","22584","783,270","461",".","0.293","461","6615","29.3","9619","35548","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".","339,476",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","158543","1,967,767","2691",".","0.107","2691","16964","10.7","125294","191791","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","71596","1,145,299","926",".","0.131","926","9405","13.1","53162","90031","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".","264,230",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","14056","400,036","304",".","0.282","304","3962","28.2","6290","21823","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".","158,202",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","109255","2,000,043","1719",".","0.093","1719","10156","9.3","89348","129161","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","55109","1,137,335","662",".","0.136","662","7470","13.6","40468","69750","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020","18683","298,200","383",".","0.265","383","4942","26.5","8996","28369","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".","383,234",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".","181,274",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","43","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","259155","3,846,684","4142",".","0.101","4142","26127","10.1","207946","310364","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","117155","2,201,883","1457",".","0.129","1457","15095","12.9","87569","146740","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".","539,813",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","20980","768,311","408",".","0.279","408","5848","27.9","9518","32442","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","7704","336,677","107",".","0.274","107","2107","27.4","3574","11833","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","155980","1,907,940","2544",".","0.114","2544","17755","11.4","121180","190779","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","64697","1,104,485","818",".","0.125","818","8070","12.5","48880","80514","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".","253,863",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","12681","391,446","264",".","0.271","264","3435","27.1","5948","19414","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","4804","158,146","66",".","0.297","66","1428","29.7","2004","7603","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","103175","1,938,744","1598",".","0.094","1598","9692","9.4","84179","122172","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","52457","1,097,398","639",".","0.144","639","7548","14.4","37663","67252","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","17680","285,950","364",".","0.297","364","5249","29.7","7391","27969","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".","376,865",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020","2900","178,531","41",".","0.292","41","846","29.2","1241","4559","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","44","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","254418","3,957,972","4226",".","0.103","4226","26248","10.3","202972","305863","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","124405","2,287,055","1603",".","0.124","1603","15466","12.4","94092","154719","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".","551,723",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","19430","774,588","392",".","0.262","392","5084","26.2","9465","29394","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","5753","344,606","95",".","0.275","95","1584","27.5","2647","8858","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","155669","1,966,590","2645",".","0.106","2645","16552","10.6","123227","188111","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","74993","1,149,192","997",".","0.123","997","9255","12.3","56853","93133","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".","259,541",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","12408","395,194","258",".","0.268","258","3328","26.8","5886","18930","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","3570","162,663","57",".","0.272","57","971","27.2","1666","5474","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","98748","1,991,382","1581",".","0.109","1581","10775","10.9","77630","119867","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","49412","1,137,863","606",".","0.141","606","6986","14.1","35720","63104","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".","292,182",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020","7022","379,394","134",".","0.266","134","1871","26.6","3355","10688","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".","181,943",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","45","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","250779","3,826,694","4066",".","0.104","4066","25980","10.4","199858","301700","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","120611","2,219,526","1483",".","0.134","1483","16199","13.4","88861","152361","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","49106","530,776","940",".","0.28","940","13751","28","22154","76058","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","19188","740,293","361",".","0.282","361","5407","28.2","8590","29785","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".","336,099",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","151781","1,893,397","2462",".","0.116","2462","17606","11.6","117273","186288","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","70070","1,112,283","867",".","0.148","867","10362","14.8","49760","90380","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".","248,087",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","11123","374,686","214",".","0.297","214","3305","29.7","4645","17600","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".","158,341",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","98999","1,933,297","1604",".","0.103","1604","10195","10.3","79017","118981","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","50540","1,107,243","616",".","0.13","616","6587","13","37630","63451","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","16107","282,689","350",".","0.222","350","3570","22.2","9109","23105","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020","8065","365,607","147",".","0.294","147","2369","29.4","3421","12709","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".","177,758",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","46","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","244481","3,876,923","3974",".","0.101","3974","24580","10.1","196305","292658","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","117643","2,268,170","1483",".","0.129","1483","15153","12.9","87944","147343","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","43696","544,172","909",".","0.274","909","11981","27.4","20213","67179","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","20844","728,344","381",".","0.268","381","5592","26.8","9884","31805","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".","336,237",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","145285","1,911,966","2399",".","0.105","2399","15318","10.5","115261","175308","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","69789","1,133,495","899",".","0.137","899","9544","13.7","51083","88494","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","27809","253,878","548",".","0.294","548","8166","29.4","11804","43814","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","11474","366,610","230",".","0.282","230","3239","28.2","5126","17822","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".","157,983",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","99197","1,964,957","1575",".","0.105","1575","10370","10.5","78871","119522","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","47855","1,134,675","584",".","0.132","584","6315","13.2","35478","60231","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","15887","290,294","361",".","0.26","361","4136","26","7779","23994","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020","9370","361,734","151",".","0.268","151","2510","26.8","4451","14289","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".","178,254",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","47","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","264084","4,043,448","4274",".","0.107","4274","28337","10.7","208542","319625","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","130703","2,428,583","1621",".","0.135","1621","17614","13.5","96179","165226","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","46756","560,308","948",".","0.295","948","13779","29.5","19750","73762","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","16200","719,981","332",".","0.26","332","4209","26","7951","24449","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".","334,576",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","154417","1,996,639","2548",".","0.115","2548","17726","11.5","119674","189160","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","75615","1,215,169","959",".","0.144","959","10911","14.4","54229","97001","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","29793","261,839","583",".","0.298","583","8885","29.8","12378","47208","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".","362,632",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".","156,999",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","109667","2,046,809","1726",".","0.107","1726","11705","10.7","86725","132608","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","55088","1,213,414","662",".","0.132","662","7270","13.2","40839","69336","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","16963","298,469","365",".","0.3","365","5082","30","7003","26923","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","6585","357,349","122",".","0.237","122","1563","23.7","3522","9649","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020","3119","177,577","47",".","0.29","47","903","29","1349","4889","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","48","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","278265","4,265,569","4519",".","0.105","4519","29192","10.5","221049","335482","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","136046","2,641,354","1723",".","0.134","1723","18207","13.4","100361","171730","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","51123","581,630","1031",".","0.27","1031","13811","27","24054","78192","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","16177","713,686","336",".","0.261","336","4215","26.1","7917","24438","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","8702","328,899","125",".","0.296","125","2578","29.6","3649","13756","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","167184","2,104,312","2794",".","0.117","2794","19558","11.7","128850","205518","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","77132","1,320,459","1002",".","0.141","1002","10908","14.1","55752","98512","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","34114","270,632","690",".","0.29","690","9892","29","14726","53503","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","10878","358,969","214",".","0.264","214","2872","26.4","5249","16507","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020",".","154,252",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","111081","2,161,257","1725",".","0.099","1725","11023","9.9","89476","132687","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","58913","1,320,895","721",".","0.14","721","8235","14","42773","75053","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","17009","310,998","341",".","0.249","341","4241","24.9","8697","25321","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","5299","354,717","122",".","0.272","122","1442","27.2","2472","8126","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020","3264","174,647","51",".","0.247","51","807","24.7","1682","4845","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","49","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","269518","4,310,670","4491",".","0.103","4491","27765","10.3","215098","323938","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","132136","2,692,574","1709",".","0.132","1709","17434","13.2","97965","166307","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".","579,880",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","18463","708,970","361",".","0.272","361","5016","27.2","8632","28294","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".","329,246",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","162248","2,133,843","2722",".","0.112","2722","18129","11.2","126715","197781","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","78331","1,346,958","1008",".","0.143","1008","11200","14.3","56380","100283","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".","272,511",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","12227","360,058","240",".","0.281","240","3434","28.1","5496","18958","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".","154,316",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","107270","2,176,827","1769",".","0.107","1769","11443","10.7","84842","129697","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","53805","1,345,616","701",".","0.127","701","6860","12.7","40360","67251","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","16871","307,369","364",".","0.246","364","4143","24.6","8750","24992","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020","6236","348,912","121",".","0.277","121","1728","27.7","2849","9624","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".","174,930",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","50","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","269074","4,076,434","4356",".","0.104","4356","28011","10.4","214173","323975","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","135357","2,572,930","1688",".","0.136","1688","18410","13.6","99274","171441","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","46255","535,868","923",".","0.298","923","13785","29.8","19236","73274","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","15877","658,562","303",".","0.283","303","4486","28.3","7084","24669","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".","309,074",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","161695","2,012,703","2693",".","0.111","2693","17910","11.1","126591","196798","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020","79595","1,283,277","1017",".","0.145","1017","11564","14.5","56931","102260","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".","250,969",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","51","2020",".","333,515",".","1",".",".",".",".",".",".","."
