INDICATOR;PANEL;PANEL_NUM;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM;ESTIMATE;SE;FLAG
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2005;9;18-44 years;1.31;9.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2006;10;18-44 years;1.31;9.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2007;11;18-44 years;1.31;10.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2008;12;18-44 years;1.31;10.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2009;13;18-44 years;1.31;11.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2010;14;18-44 years;1.31;11.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2011;15;18-44 years;1.31;10.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2012;16;18-44 years;1.31;9.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2013;17;18-44 years;1.31;8.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2014;18;18-44 years;1.31;7.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2015;19;18-44 years;1.31;6.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2016;20;18-44 years;1.31;5.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2017;21;18-44 years;1.31;5.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-44 years;1.31;2018;22;18-44 years;1.31;6.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;1997;1;18-24 years;1.311;6.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;1998;2;18-24 years;1.311;5.9;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;1999;3;18-24 years;1.311;5.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2000;4;18-24 years;1.311;7.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2001;5;18-24 years;1.311;7.6;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2002;6;18-24 years;1.311;7.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2003;7;18-24 years;1.311;7.8;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2004;8;18-24 years;1.311;9.3;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2005;9;18-24 years;1.311;9.6;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2006;10;18-24 years;1.311;9.9;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2007;11;18-24 years;1.311;9.0;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2008;12;18-24 years;1.311;9.4;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2009;13;18-24 years;1.311;9.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2010;14;18-24 years;1.311;9.7;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2011;15;18-24 years;1.311;7.6;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2012;16;18-24 years;1.311;7.1;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2013;17;18-24 years;1.311;7.2;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2014;18;18-24 years;1.311;5.9;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2015;19;18-24 years;1.311;4.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2016;20;18-24 years;1.311;4.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2017;21;18-24 years;1.311;4.2;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;18-24 years;1.311;2018;22;18-24 years;1.311;3.6;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;1997;1;25-34 years;1.312;6.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;1998;2;25-34 years;1.312;6.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;1999;3;25-34 years;1.312;5.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2000;4;25-34 years;1.312;6.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2001;5;25-34 years;1.312;7.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2002;6;25-34 years;1.312;8.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2003;7;25-34 years;1.312;9.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2004;8;25-34 years;1.312;9.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2005;9;25-34 years;1.312;10.2;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2006;10;25-34 years;1.312;9.6;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2007;11;25-34 years;1.312;10.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2008;12;25-34 years;1.312;11.9;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2009;13;25-34 years;1.312;12.8;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2010;14;25-34 years;1.312;12.0;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2011;15;25-34 years;1.312;11.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2012;16;25-34 years;1.312;9.8;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2013;17;25-34 years;1.312;9.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2014;18;25-34 years;1.312;7.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2015;19;25-34 years;1.312;6.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2016;20;25-34 years;1.312;5.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2017;21;25-34 years;1.312;6.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;25-34 years;1.312;2018;22;25-34 years;1.312;6.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;1997;1;35-44 years;1.313;7.1;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;1998;2;35-44 years;1.313;5.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;1999;3;35-44 years;1.313;5.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2000;4;35-44 years;1.313;6.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2001;5;35-44 years;1.313;6.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2002;6;35-44 years;1.313;7.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2003;7;35-44 years;1.313;8.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2004;8;35-44 years;1.313;9.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2005;9;35-44 years;1.313;9.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2006;10;35-44 years;1.313;9.4;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2007;11;35-44 years;1.313;9.8;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2008;12;35-44 years;1.313;10.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2009;13;35-44 years;1.313;11.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2010;14;35-44 years;1.313;11.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2011;15;35-44 years;1.313;10.9;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2012;16;35-44 years;1.313;9.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2013;17;35-44 years;1.313;8.0;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2014;18;35-44 years;1.313;7.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2015;19;35-44 years;1.313;6.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2016;20;35-44 years;1.313;7.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2017;21;35-44 years;1.313;6.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;35-44 years;1.313;2018;22;35-44 years;1.313;7.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;1997;1;19-25 years;1.32;7.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;1998;2;19-25 years;1.32;6.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;1999;3;19-25 years;1.32;6.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2000;4;19-25 years;1.32;8.2;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2001;5;19-25 years;1.32;8.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2002;6;19-25 years;1.32;8.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2003;7;19-25 years;1.32;12.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2004;8;19-25 years;1.32;10.1;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2005;9;19-25 years;1.32;10.3;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2006;10;19-25 years;1.32;10.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2007;11;19-25 years;1.32;10.5;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2008;12;19-25 years;1.32;10.7;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2009;13;19-25 years;1.32;11.1;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2010;14;19-25 years;1.32;10.9;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2011;15;19-25 years;1.32;8.3;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2012;16;19-25 years;1.32;7.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2013;17;19-25 years;1.32;7.6;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2014;18;19-25 years;1.32;6.5;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2015;19;19-25 years;1.32;5.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2016;20;19-25 years;1.32;5.0;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2017;21;19-25 years;1.32;4.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;19-25 years;1.32;2018;22;19-25 years;1.32;4.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;45-64 years;1.33;1997;1;45-64 years;1.34;5.1;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;45-64 years;1.33;1998;2;45-64 years;1.34;5.0;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;45-64 years;1.33;1999;3;45-64 years;1.34;5.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;45-64 years;1.33;2000;4;45-64 years;1.34;5.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed prescription drugs due to cost;2;Percent, crude;1;Age;1;45-64 years;1.33;2001;5;45-64 years;1.34;6.6;0.3;
